"Código del artículo","Título","DOI o URL","Autor principal","Año de la publicación","Región geográfica  del estudio","Sitio del estudio (País, ciudad o ubicación geográfica)","Tipo de estudio","Grupo especifico poblacional","Periodos de estudio(Fechas)","Tiempo de duración del estudio","Fuente de información del incendio","Año/Periodo del incendio","Localización del incendio","Tipo de vegetación de la quema","Estacionalidad","Intensidad","Extensión (Área quemada)","Clasificación del area de extensión","Numero de incendios","Duración","Distancia al lugar de estudio","Metodología empleada para determinar la trayectoria del incendio","Métodos para establecer el transporte del contamiante","Metodología para establecer la relación entre el incendio contam","Contaminante medido(PM2,5 o  black carbon)","Nivel de exposición (Individual o poblacional)","Unidad de tiempo de medición de la exposición","Forma para establecer la exposición: Técnica de medición (Selecc","¿Cúal?","Tipo de modelación empleada (solo para las aproximaciones por mo","Técnica en función del sitio (en el caso de que sea modelación)","Fuente de información de la exposición (en caso de datos secunda","Concentración estudiada del contaminate","Unidad de análisis","Co-variables de ajuste de la exposición mod","Tamaño de la unidad de análisis","Tipo de evento (Seleccione la opción)","Identificación de casos del evento (morbilidad)","Unidad de tiempo de medición del evento","Fuentes de 0ormación en salud","Tipo de fuente de información en salud (Seleccione la opción )","Método estadístico de análsis usado para establecer la relacion","Edades-Grupos etarios","Evento en salud","Clasificación CIE (Si lo hay)","Código de la CIE (Si lo hay)","Tipo de medida de asociación epidemiologica","Otro (Tipo de medida de asociación epidemiologica)","Co-variables de ajuste","Resultados ajustados","Intervalo de confianza inicio","Intervalo de confianza final","Caracteristicas adicionales del resultado","Temporalidad del rezago","Rezago puntual","Períodos de rezago acumulado","Observaciones"
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","-0.42","-7.28","6.96","Periodo Incendios","Hora","NA","0-3",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","-0.68","-7.75","6.94","Periodo Incendios","Hora","NA","0-4",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.28","-7.10","8.23","Periodo Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.97","-6.11","10.74","Periodo Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.96","-6.60","15.71","Periodo Incendios","Hora","NA","0-24",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.90","-13.22","19.65","Periodo Incendios","Hora","NA","0-48",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.65","-6.35","16.95","Periodo Incendios","Hora","0","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.76","-6.70","15.39","Periodo Incendios","Hora","1","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.10","-6.94","16.46","Periodo Incendios","Hora","2","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.47","-6.36","16.55","Periodo Incendios","Hora","NA","0-2",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.49","-6.54","16.84","Periodo Incendios","Hora","NA","0-3",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","5.14","-6.24","17.90","Periodo Incendios","Hora","NA","0-4",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","10.27","-3.68","26.23","Periodo Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","11.32","-2.88","27.61","Periodo Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","10.99","-3.72","27.94","Periodo Incendios","Hora","NA","0-24",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74 (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","12.20","-6.87","35.18","Periodo Incendios","Hora","NA","0-48",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.69","-16.66","24.08","Periodo Incendios","Hora","0","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","6.04","-11.90","27.62","Periodo Incendios","Hora","1","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.17","-14.86","25.02","Periodo Incendios","Hora","2","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.32","-14.07","26.65","Periodo Incendios","Hora","NA","0-2",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.95","-14.87","26.93","Periodo Incendios","Hora","NA","0-3",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","5.03","-14.76","29.42","Periodo Incendios","Hora","NA","0-4",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","10.45","-12.55","39.50","Periodo Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","12.47","-10.78","41.78","Periodo Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","12.91","-11.89","44.70","Periodo Incendios","Hora","NA","0-24",""
"PM AME 031","","10.1097/EE9.0000000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","General","NA","NA","Análisis de correlación: P","NA","Incendios Carr (1=durante incendio ó 0=No incendio);  Temperatura","-5.0","-15.6","5.6","Mortalidad","Semanal","1","NA",""
"PM AME 031","","10.1097/EE9.0000000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","General","NA","NA","Análisis de correlación: P","NA","Incendios Carr (1=durante incendio ó 0=No incendio);  Temperatura","-1.1","-11.0","8.8","Mortalidad","Semanal","2","NA",""
"PM AME 031","","10.1097/EE9.0000000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","General","NA","NA","Análisis de correlación: P","NA","Incendios Carr (1=durante incendio ó 0=No incendio);  Temperatura","-5.4","-17.7","6.9","Mortalidad; Semana incendio Carr","NA","NA","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","EPOC","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento, precipitación.","1.069","1.009","1.133","Modelo humo kriging","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","EPOC","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento y precipitación.","1.019","0.980","1.059","Modelo humo WRF-Chem","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","EPOC","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento y precipitación.","1.051","0.999","1.105","Modelo Regresión ponderada geográficamente","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento, precipitación.","1.069","1.009","1.133","Modelo humo kriging","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento y precipitación.","1.019","0.980","1.059","Modelo humo WRF-Chem","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento y precipitación.","1.051","0.999","1.105","Modelo Regresión ponderada geográficamente","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad Cerebrovascular","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento, precipitación.","1.009","0.959","1.061","Modelo humo kriging","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad Cerebrovascular","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento, precipitación.","1.037","1.06","1.069","Modelo humo WRF-Chem","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad Cerebrovascular","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento y precipitación.","1.011","0.969","1.054","Modelo Regresión ponderada geográficamente","Día","0","NA",""
"PM AME 027","","https://doi.org/10.1002/2017GH000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad Cerebrovascular","CIE-9","S.I","OR","NA","Temperatura, humedad relativa, velocidad del viento, precipitación.","1.052","1.025","1.080","Modelo Regresión ponderada geográficamente","Día","0","NA",""
